id,sentiment
"4210_1",result
"8984_1",result
"3431_4",result
"4973_10",result
"12260_1",result
"4267_10",result
"9906_9",result
"670_7",result
"6270_3",result
"5164_4",result
"9741_2",result
"3761_8",result
"2651_2",result
"7448_10",result
"7184_9",result
"1313_9",result
"10654_8",result
"7151_1",result
"2320_10",result
"12033_7",result
"6429_1",result
"1420_4",result
"3002_7",result
"1299_1",result
"7897_9",result
"1529_4",result
"9760_2",result
"11318_1",result
"2217_3",result
"11641_2",result
"7238_10",result
"7710_8",result
"12011_8",result
"4495_7",result
"11144_4",result
"5625_2",result
"2926_7",result
"8538_8",result
"8875_10",result
"10881_10",result
"1662_7",result
"4560_9",result
"6714_4",result
"9059_10",result
"6631_10",result
"8520_1",result
"918_4",result
"3102_10",result
"3611_2",result
"8434_10",result
"681_7",result
"7386_4",result
"7566_9",result
"10110_10",result
"10486_10",result
"1492_3",result
"11823_1",result
"2331_9",result
"2200_2",result
"9547_1",result
"785_2",result
"5101_4",result
"5657_10",result
"6902_7",result
"1490_9",result
"7148_9",result
"7387_8",result
"8277_9",result
"6912_7",result
"170_2",result
"7702_10",result
"4393_3",result
"2608_3",result
"4931_8",result
"10589_10",result
"8623_4",result
"6057_2",result
"2704_9",result
"1790_2",result
"12370_1",result
"159_1",result
"343_9",result
"2128_9",result
"11181_8",result
"11775_10",result
"3514_10",result
"6993_2",result
"2866_9",result
"1000_9",result
"11772_7",result
"3355_9",result
"8519_8",result
"7879_3",result
"4332_10",result
"5403_1",result
"1514_7",result
"7904_1",result
"10550_2",result
"11442_10",result
"2821_3",result
"5766_1",result
"8061_9",result
"2166_1",result
"6206_1",result
"11124_2",result
"7625_10",result
"90_9",result
"7959_10",result
"7029_10",result
"779_8",result
"1101_4",result
"11189_4",result
"9790_4",result
"10861_1",result
"5902_2",result
"9545_10",result
"3730_1",result
"4951_9",result
"3295_1",result
"9495_2",result
"2876_1",result
"2796_1",result
"10338_3",result
"10913_7",result
"4685_2",result
"11586_1",result
"4904_7",result
"7110_7",result
"2086_4",result
"7372_7",result
"135_9",result
"7038_3",result
"1119_2",result
"5057_8",result
"3479_10",result
"6489_8",result
"4910_8",result
"5979_10",result
"11304_1",result
"2102_9",result
"8048_1",result
"12153_7",result
"4832_8",result
"3079_9",result
"8254_2",result
"7981_7",result
"611_1",result
"307_10",result
"8861_3",result
"4635_4",result
"6197_7",result
"6739_3",result
"8588_9",result
"8461_7",result
"10089_1",result
"2609_7",result
"1418_3",result
"2661_10",result
"1253_9",result
"8815_9",result
"9867_8",result
"2155_1",result
"12259_4",result
"11224_3",result
"4781_1",result
"4354_9",result
"9629_9",result
"3629_9",result
"6445_10",result
"9526_10",result
"5138_2",result
"349_10",result
"2099_7",result
"4411_1",result
"8127_3",result
"5225_8",result
"7970_3",result
"5688_7",result
"12099_3",result
"6020_4",result
"3892_8",result
"2098_8",result
"4851_7",result
"10967_10",result
"6230_4",result
"2211_2",result
"11978_10",result
"8802_1",result
"11010_3",result
"10083_2",result
"5588_10",result
"958_10",result
"6771_4",result
"6767_9",result
"7302_10",result
"5324_3",result
"7737_10",result
"8603_10",result
"3029_7",result
"8640_2",result
"2139_1",result
"6305_10",result
"6884_7",result
"5534_8",result
"7619_8",result
"10057_8",result
"972_7",result
"6245_8",result
"6627_7",result
"3621_10",result
"2290_4",result
"24_4",result
"5689_1",result
"6497_4",result
"12405_4",result
"11720_7",result
"10088_1",result
"9258_9",result
"354_4",result
"4770_10",result
"1035_3",result
"739_1",result
"6267_7",result
"1562_8",result
"1438_1",result
"281_8",result
"1818_1",result
"3943_3",result
"8116_4",result
"6984_1",result
"5330_4",result
"8821_8",result
"10484_10",result
"1886_4",result
"7943_2",result
"6438_7",result
"8931_10",result
"10538_10",result
"534_10",result
"7329_2",result
"6614_2",result
"710_10",result
"3120_4",result
"9046_1",result
"5638_2",result
"2455_4",result
"2652_3",result
"11006_4",result
"5065_3",result
"9805_10",result
"7092_8",result
"1735_10",result
"3609_1",result
"1201_10",result
"11024_9",result
"3807_10",result
"4483_10",result
"4510_7",result
"8037_1",result
"1760_1",result
"133_8",result
"9039_8",result
"8462_4",result
"2468_10",result
"7684_3",result
"10350_9",result
"1199_10",result
"8560_1",result
"6405_3",result
"1295_1",result
"6420_1",result
"12183_9",result
"11619_1",result
"1415_9",result
"9414_1",result
"7640_4",result
"9211_9",result
"557_9",result
"4501_9",result
"8711_10",result
"2402_1",result
"4586_10",result
"176_3",result
"3545_1",result
"8932_1",result
"5829_10",result
"3409_10",result
"3636_3",result
"12048_7",result
"10468_10",result
"11546_10",result
"9444_10",result
"6275_1",result
"152_4",result
"4767_9",result
"6751_1",result
"10245_4",result
"5407_8",result
"1923_1",result
"515_9",result
"9988_1",result
"5928_8",result
"10163_4",result
"7969_10",result
"1494_4",result
"11211_10",result
"1957_1",result
"8484_7",result
"848_2",result
"5177_1",result
"10667_10",result
"3075_1",result
"9443_10",result
"1572_8",result
"11285_8",result
"3125_1",result
"9265_9",result
"4072_1",result
"6390_2",result
"6496_4",result
"8766_2",result
"7787_10",result
"5897_10",result
"9027_1",result
"1538_2",result
"1220_3",result
"8600_3",result
"11432_2",result
"1424_4",result
"7344_10",result
"10842_1",result
"10332_10",result
"4340_4",result
"4868_4",result
"11216_9",result
"12027_10",result
"6785_7",result
"8773_8",result
"8119_4",result
"10138_10",result
"7197_2",result
"1536_3",result
"9981_7",result
"4753_1",result
"2795_7",result
"6672_4",result
"10805_7",result
"5866_1",result
"570_1",result
"11965_8",result
"3288_1",result
"8135_1",result
"10094_9",result
"5845_10",result
"3570_8",result
"1240_1",result
"231_1",result
"10628_9",result
"3536_1",result
"1852_10",result
"8202_7",result
"5907_7",result
"1759_10",result
"4492_10",result
"4844_7",result
"3189_10",result
"3403_10",result
"5874_2",result
"7809_10",result
"3632_9",result
"11767_2",result
"9925_3",result
"4218_1",result
"12036_7",result
"8973_2",result
"2464_10",result
"4094_1",result
"10592_1",result
"10648_9",result
"3887_10",result
"9092_8",result
"10666_10",result
"8389_10",result
"5281_10",result
"6946_1",result
"1132_1",result
"10052_4",result
"768_10",result
"5432_3",result
"7424_3",result
"2366_2",result
"2865_3",result
"7806_2",result
"8878_3",result
"6298_7",result
"4517_4",result
"12018_10",result
"3662_1",result
"11393_10",result
"2071_10",result
"8217_8",result
"6568_2",result
"3840_10",result
"1666_3",result
"2360_7",result
"5778_4",result
"5341_4",result
"4044_2",result
"2503_3",result
"4095_10",result
"2092_2",result
"2707_3",result
"573_10",result
"6441_7",result
"7565_3",result
"9499_7",result
"657_10",result
"8840_10",result
"1407_4",result
"12453_2",result
"8273_9",result
"8366_7",result
"10643_9",result
"9998_1",result
"1385_1",result
"1354_4",result
"4674_7",result
"3515_4",result
"10426_8",result
"10226_3",result
"10391_4",result
"9968_1",result
"2893_3",result
"2546_9",result
"37_1",result
"1757_10",result
"1569_8",result
"1466_3",result
"7783_1",result
"9506_10",result
"10835_3",result
"2917_9",result
"2495_7",result
"1686_10",result
"2414_7",result
"5318_8",result
"8858_8",result
"8112_1",result
"6532_2",result
"2526_10",result
"11089_7",result
"4297_8",result
"3179_9",result
"5832_10",result
"10539_8",result
"9226_10",result
"9878_1",result
"7940_10",result
"7195_10",result
"2979_1",result
"3597_10",result
"2931_8",result
"8571_10",result
"12148_1",result
"4047_2",result
"6164_10",result
"2214_8",result
"5903_1",result
"7931_9",result
"1205_3",result
"5983_10",result
"10424_7",result
"11032_7",result
"1303_10",result
"10390_1",result
"8349_2",result
"3605_8",result
"12273_1",result
"60_1",result
"3879_9",result
"12431_4",result
"4499_2",result
"5786_10",result
"5521_4",result
"793_8",result
"7948_3",result
"9022_2",result
"11071_1",result
"4991_3",result
"8226_1",result
"8762_3",result
"6918_4",result
"844_10",result
"11503_8",result
"7406_8",result
"7743_1",result
"514_3",result
"10927_9",result
"3731_7",result
"8870_4",result
"11099_10",result
"8456_10",result
"10944_7",result
"7168_3",result
"3378_10",result
"8203_3",result
"5676_1",result
"5061_9",result
"6238_8",result
"1136_8",result
"6234_3",result
"9510_3",result
"9632_7",result
"4357_1",result
"1176_9",result
"10821_8",result
"4143_4",result
"5074_8",result
"11673_1",result
"11072_2",result
"1816_4",result
"3974_7",result
"796_4",result
"8540_2",result
"10959_8",result
"4576_10",result
"7030_1",result
"3340_10",result
"3223_3",result
"3030_1",result
"4194_1",result
"11322_1",result
"1785_1",result
"7109_2",result
"4120_1",result
"3024_7",result
"589_2",result
"2480_10",result
"4878_1",result
"571_1",result
"12156_8",result
"7547_9",result
"6577_10",result
"7101_3",result
"1731_3",result
"10424_1",result
"9056_10",result
"11959_3",result
"6952_4",result
"8709_10",result
"4716_10",result
"2393_10",result
"4007_7",result
"1196_2",result
"8483_1",result
"1840_3",result
"6108_1",result
"4621_8",result
"11332_4",result
"8800_10",result
"886_7",result
"6495_8",result
"6193_10",result
"10297_1",result
"4233_1",result
"3121_10",result
"1681_10",result
"5789_1",result
"6446_10",result
"479_9",result
"6401_1",result
"7602_1",result
"10792_1",result
"11436_9",result
"6944_1",result
"6275_9",result
"7314_10",result
"8887_9",result
"1835_8",result
"8403_7",result
"2090_1",result
"12310_1",result
"9795_9",result
"4260_1",result
"3214_4",result
"10974_8",result
"3374_10",result
"2251_2",result
"2325_7",result
"28_9",result
"1758_2",result
"1222_8",result
"1229_4",result
"9791_2",result
"3433_4",result
"10847_10",result
"5020_2",result
"9652_3",result
"1739_10",result
"10441_4",result
"9002_7",result
"4304_8",result
"290_9",result
"1339_8",result
"10899_1",result
"8723_8",result
"12487_7",result
"10384_7",result
"4673_4",result
"11679_1",result
"3938_2",result
"2253_10",result
"198_7",result
"3346_3",result
"11543_3",result
"8463_1",result
"1297_2",result
"4689_1",result
"4681_1",result
"961_8",result
"9865_2",result
"770_3",result
"10495_2",result
"6302_8",result
"6232_4",result
"10098_1",result
"8905_2",result
"8853_10",result
"6081_10",result
"12_4",result
"1291_7",result
"1679_1",result
"996_7",result
"3343_10",result
"6083_10",result
"98_9",result
"962_4",result
"4857_8",result
"12394_7",result
"1321_10",result
"8994_10",result
"7788_1",result
"9708_8",result
"9523_1",result
"11785_4",result
"5440_1",result
"1091_7",result
"11584_10",result
"5369_3",result
"3165_10",result
"3686_10",result
"7069_10",result
"427_3",result
"895_8",result
"4565_8",result
"5139_9",result
"5027_1",result
"503_9",result
"7630_1",result
"8552_1",result
"4322_3",result
"3492_3",result
"5301_4",result
"752_4",result
"4307_2",result
"4901_10",result
"233_2",result
"10789_8",result
"270_8",result
"11442_1",result
"3688_7",result
"9928_7",result
"6563_8",result
"3437_7",result
"10495_8",result
"8775_10",result
"12172_3",result
"10085_10",result
"8394_9",result
"2607_10",result
"6645_10",result
"301_10",result
"2153_10",result
"1967_3",result
"9604_10",result
"10665_10",result
"5409_1",result
"6707_10",result
"3847_7",result
"9261_10",result
"3772_1",result
"8950_1",result
"6591_2",result
"2765_9",result
"4166_10",result
"11418_3",result
"7137_3",result
"3710_2",result
"1153_4",result
"4155_8",result
"9221_10",result
"8917_10",result
"6066_4",result
"5366_10",result
"2520_9",result
"11677_2",result
"4032_2",result
"4041_2",result
"474_4",result
"6392_2",result
"6545_10",result
"5009_10",result
"3060_10",result
"11033_10",result
"297_10",result
"9099_1",result
"10496_10",result
"5619_3",result
"4226_1",result
"10483_8",result
"1966_9",result
"4024_2",result
"6448_9",result
"4252_1",result
"250_10",result
"10753_3",result
"1005_7",result
"4415_9",result
"240_4",result
"108_10",result
"1393_1",result
"4236_2",result
"9208_2",result
"7156_10",result
"6490_1",result
"3518_3",result
"10308_1",result
"8706_2",result
"8674_10",result
"8240_10",result
"11890_10",result
"976_3",result
"5025_8",result
"10206_8",result
"11921_3",result
"8344_7",result
"295_8",result
"2121_1",result
"6978_8",result
"707_3",result
"751_1",result
"1931_10",result
"7197_10",result
"11032_3",result
"416_10",result
"1384_2",result
"4114_2",result
"9450_10",result
"6877_7",result
"5092_9",result
"3402_9",result
"9517_10",result
"8566_2",result
"4493_1",result
"842_1",result
"4926_1",result
"3398_9",result
"8857_10",result
"3696_9",result
"1952_1",result
"5516_3",result
"3297_10",result
"8396_2",result
"1928_4",result
"7216_10",result
"1648_3",result
"9312_8",result
"4392_2",result
"4740_9",result
"2985_4",result
"6407_10",result
"4015_1",result
"911_10",result
"7898_1",result
"5241_10",result
"4955_4",result
"4199_1",result
"8319_4",result
"6340_1",result
"2003_1",result
"11213_3",result
"5109_4",result
"9400_1",result
"10719_7",result
"6848_8",result
"11398_1",result
"2606_7",result
"5646_1",result
"4103_10",result
"8906_9",result
"6997_10",result
"9990_1",result
"6573_1",result
"8530_10",result
"8382_9",result
"4207_2",result
"8794_10",result
"917_9",result
"10739_9",result
"4286_1",result
"1763_1",result
"5173_10",result
"1764_1",result
"3614_3",result
"3880_10",result
"4059_1",result
"8786_8",result
"9553_2",result
"10599_8",result
"1048_4",result
"8136_7",result
"8715_8",result
"7667_7",result
"5647_2",result
"6267_1",result
"12444_10",result
"7390_10",result
"7260_7",result
"6170_10",result
"2181_2",result
"6196_7",result
"12058_9",result
"8915_7",result
"6816_10",result
"730_9",result
"5808_10",result
"6256_2",result
"5157_4",result
"7970_10",result
"6991_7",result
"7112_4",result
"12136_4",result
"1554_8",result
"8289_4",result
"12452_8",result
"6181_8",result
"6237_8",result
"9724_10",result
"7991_1",result
"8185_4",result
"12162_1",result
"8330_9",result
"84_3",result
"4879_4",result
"1173_7",result
"11095_2",result
"9934_8",result
"10791_9",result
"5260_10",result
"3123_3",result
"7500_1",result
"9472_8",result
"6349_9",result
"8706_8",result
"12385_4",result
"12409_4",result
"809_10",result
"11380_2",result
"4975_8",result
"5069_3",result
"8132_7",result
"5628_10",result
"12329_8",result
"8217_3",result
"251_2",result
"2901_7",result
"4588_1",result
"2647_10",result
"6020_9",result
"7171_3",result
"5880_10",result
"4842_9",result
"10657_10",result
"11858_7",result
"4656_4",result
"9293_10",result
"10702_10",result
"6277_10",result
"7223_10",result
"11150_8",result
"4768_9",result
"5703_8",result
"9249_9",result
"12051_10",result
"5740_4",result
"4882_3",result
"11575_10",result
"385_1",result
"1569_3",result
"7449_1",result
"1977_4",result
"6134_7",result
"2384_8",result
"2437_10",result
"643_7",result
"7334_10",result
"12228_9",result
"8579_2",result
"4093_4",result
"233_8",result
"11852_7",result
"11027_4",result
"5409_7",result
"9332_10",result
"6530_9",result
"7815_1",result
"8317_10",result
"5382_9",result
"3183_3",result
"4997_8",result
"11553_7",result
"718_3",result
"7128_9",result
"11977_1",result
"10820_3",result
"3539_9",result
"2386_1",result
"9837_4",result
"2941_1",result
"6669_1",result
"10927_1",result
"57_10",result
"12252_2",result
"8926_3",result
"3044_2",result
"9758_10",result
"4584_10",result
"1467_1",result
"7846_9",result
"1982_8",result
"5705_1",result
"9754_7",result
"9594_1",result
"7405_10",result
"8469_2",result
"3713_10",result
"3381_10",result
"1913_10",result
"9423_8",result
"115_9",result
"9784_10",result
"1148_4",result
"2911_10",result
"11328_9",result
"5087_1",result
"3983_10",result
"5216_1",result
"7961_10",result
"10134_7",result
"9379_2",result
"4715_1",result
"6501_10",result
"4146_4",result
"12159_1",result
"11661_10",result
"7995_2",result
"693_9",result
"1411_10",result
"7091_7",result
"2576_1",result
"8207_1",result
"10877_10",result
"5444_10",result
"9409_1",result
"10020_1",result
"2349_8",result
"4942_10",result
"2839_1",result
"9419_1",result
"10661_1",result
"5659_10",result
"639_7",result
"5946_7",result
"7231_7",result
"4220_4",result
"3698_4",result
"1060_2",result
"2398_3",result
"11073_3",result
"8336_2",result
"5975_3",result
"4727_1",result
"1596_8",result
"5471_2",result
"11204_10",result
"8810_10",result
"11125_3",result
"9607_10",result
"6517_3",result
"10232_1",result
"7708_10",result
"1753_1",result
"10946_7",result
"668_4",result
"3794_4",result
"6867_1",result
"9428_7",result
"12366_9",result
"12056_9",result
"901_1",result
"7714_8",result
"6389_8",result
"4148_7",result
"5062_1",result
"6835_1",result
"2901_3",result
"4724_10",result
"764_2",result
"6729_1",result
"8284_4",result
"11928_1",result
"386_1",result
"35_9",result
"4458_4",result
"9627_2",result
"8112_9",result
"6026_8",result
"12188_3",result
"3477_3",result
"12242_8",result
"11594_4",result
"11360_10",result
"10299_1",result
"3829_10",result
"8324_2",result
"1285_9",result
"11370_10",result
"8051_4",result
"4420_10",result
"3843_7",result
"10520_2",result
"12146_8",result
"1502_10",result
"6227_4",result
"3191_10",result
"4569_2",result
"7647_8",result
"6372_9",result
"2105_2",result
"4180_1",result
"11212_10",result
"1811_9",result
"2868_3",result
"3773_3",result
"8386_1",result
"1072_8",result
"10588_1",result
"8858_1",result
"10831_1",result
"11926_8",result
"11521_10",result
"4037_10",result
"5119_7",result
"11438_9",result
"8275_2",result
"4879_8",result
"4520_10",result
"2510_7",result
"510_2",result
"1283_1",result
"3733_8",result
"7708_1",result
"12219_1",result
"11654_4",result
"3229_7",result
"3579_8",result
